Breviolum98143	K19755
Breviolum71113	K20031
Breviolum95781	K01208
Breviolum195563	K24224
Breviolum68844	K02995
Breviolum67591	K04905
Breviolum26993	K17839
Breviolum267781	K08857
Breviolum78171	K10664
Breviolum230990	K24745
Breviolum227794	K19753
Breviolum68457	K22762
Breviolum282741	K08057
Breviolum95914	K12483
Breviolum51240	K14376
Breviolum31577	K05609
Breviolum350471	K03675
Breviolum392448	K06957
Breviolum34589	K09571
Breviolum278752	K04567
Breviolum269659	K09518
Breviolum57954	K04771
Breviolum269287	K00875
Breviolum343269	K10481
Breviolum55244	K08137
Breviolum307945	K10536
Breviolum267963	K24512
Breviolum57575	K24758
Breviolum267093	K07376
Breviolum70965	K11600
Breviolum2797	K11968
Breviolum85535	K03146
Breviolum62436	K03320
Breviolum28409	K00059
Breviolum274665	K03676
Breviolum67600	K25554
Breviolum189155	K00545
Breviolum353248	K20606
Breviolum81631	K24842
Breviolum268811	K04854
Breviolum390539	K09773
Breviolum186561	K01265
Breviolum86333	K25442
Breviolum346949	K12833
Breviolum39774	K02219
Breviolum6678	K15505
Breviolum68906	K24939
Breviolum350092	K00760
Breviolum47160	K01285
Breviolum82819	K11968
Breviolum31648	K12035
Breviolum197911	K02689
Breviolum170435	K14442
Breviolum349333	K13412
Breviolum307950	K17943
Breviolum20038	K17086
Breviolum58014	K07151
Breviolum47402	K09566
Breviolum192501	K17677
Breviolum96007	K14683
Breviolum363026	K04043
Breviolum28631	K00939
Breviolum46945	K13704
Breviolum95578	K14558
Breviolum385277	K24984
Breviolum45918	K10380
Breviolum70753	K02865
Breviolum56086	K04908
Breviolum62427	K14342
Breviolum181196	K16726
Breviolum69215	K14855
Breviolum4173	K23853
Breviolum95702	K18059
Breviolum58240	K15119
Breviolum187463	K02703
Breviolum389879	K14326
Breviolum93170	K20028
Breviolum92999	K07126
Breviolum67967	K15272
Breviolum4664	K17341
Breviolum95166	K07376
Breviolum74673	K15332
Breviolum171909	K05273
Breviolum347678	K08151
Breviolum307615	K01304
Breviolum305683	K04345
Breviolum349745	K04428
Breviolum77080	K13611
Breviolum264792	K00476
Breviolum57884	K10841
Breviolum180281	K03283
Breviolum34460	K01802
Breviolum74878	K08738
Breviolum95986	K12486
Breviolum206474	K12472
Breviolum208503	K02708
Breviolum6398	K19755
Breviolum8665	K06689
Breviolum9063	K03063
Breviolum207215	K21813
Breviolum266668	K02183
Breviolum207252	K02738
Breviolum231814	K16473
Breviolum62504	K00967
Breviolum179944	K02256
Breviolum99920	K03777
Breviolum78467	K01379
Breviolum27557	K00876
Breviolum348792	K08957
Breviolum88894	K12307
Breviolum270257	K12348
Breviolum81141	K02727
Breviolum230641	K09531
Breviolum92989	K17914
Breviolum310512	K10773
Breviolum67506	K02997
Breviolum86328	K16603
Breviolum62796	K00059
Breviolum20043	K12842
Breviolum175955	K19525
Breviolum31640	K00812
Breviolum46296	K06180
Breviolum384585	K10752
Breviolum227016	K03320
Breviolum28943	K01259
Breviolum32881	K01076
Breviolum71208	K10325
Breviolum89224	K01271
Breviolum38515	K17087
Breviolum63632	K07152
Breviolum7664	K02912
Breviolum61864	K04886
Breviolum226898	K13412
Breviolum176012	K10380
Breviolum49387	K01069
Breviolum276536	K01408
Breviolum39221	K10414
Breviolum88602	K00670
Breviolum93268	K13412
Breviolum266069	K17584
Breviolum173069	K22684
Breviolum205855	K00821
Breviolum31966	K25895
Breviolum383779	K15272
Breviolum68196	K13239
Breviolum78250	K04905
Breviolum305605	K16271
Breviolum83189	K17470
Breviolum90009	K01365
Breviolum86272	K13354
Breviolum257146	K10808
Breviolum388753	K13696
Breviolum70595	K14501
Breviolum274161	K00472
Breviolum9367	K03327
Breviolum343454	K00612
Breviolum63581	K02440
Breviolum50366	K06269
Breviolum185900	K12567
Breviolum181573	K00863
Breviolum32764	K06130
Breviolum57909	K13412
Breviolum48372	K05643
Breviolum98208	K00948
Breviolum207448	K14648
Breviolum48661	K12862
Breviolum48509	K09560
Breviolum27874	K00228
Breviolum6276	K01530
Breviolum57724	K09667
Breviolum384441	K23330
Breviolum26754	K07937
Breviolum183295	K08573
Breviolum66854	K10380
Breviolum307337	K04097
Breviolum71045	K08857
Breviolum74605	K24512
Breviolum345075	K20362
Breviolum32575	K03929
Breviolum273007	K17080
Breviolum31484	K04518
Breviolum168873	K03579
Breviolum298948	K01637
Breviolum2304	K06252
Breviolum90571	K03686
Breviolum230673	K14574
Breviolum307689	K12846
Breviolum191597	K04345
Breviolum20476	K04981
Breviolum28081	K10569
Breviolum310633	K16742
Breviolum230948	K24764
Breviolum87435	K10380
Breviolum87857	K06258
Breviolum234344	K24652
Breviolum95933	K25554
Breviolum372852	K00318
Breviolum305606	K01759
Breviolum33140	K22074
Breviolum175084	K12823
Breviolum32022	K03929
Breviolum343290	K05954
Breviolum33484	K02950
Breviolum58755	K17341
Breviolum68586	K00134
Breviolum67770	K21989
Breviolum3203	K01522
Breviolum76350	K08193
Breviolum36094	K02976
Breviolum90955	K11092
Breviolum199798	K10408
Breviolum2329	K00508
Breviolum230639	K12877
Breviolum44933	K00682
Breviolum42222	K02879
Breviolum389226	K04905
Breviolum270162	K10380
Breviolum8047	K15502
Breviolum83858	K13023
Breviolum330871	K02951
Breviolum71152	K17094
Breviolum50456	K08983
Breviolum323243	K02927
Breviolum62846	K08139
Breviolum47392	K02993
Breviolum266789	K00264
Breviolum81899	K00856
Breviolum93209	K07756
Breviolum22529	K00344
Breviolum24320	K25551
Breviolum275580	K03257
Breviolum357876	K01076
Breviolum38924	K10875
Breviolum69177	K06180
Breviolum97989	K06180
Breviolum307479	K07300
Breviolum191721	K08794
Breviolum353941	K03165
Breviolum230712	K03257
Breviolum97486	K16675
Breviolum389587	K06180
Breviolum229802	K02874
Breviolum227398	K01259
Breviolum50770	K01178
Breviolum24605	K13110
Breviolum240161	K09571
Breviolum83032	K03231
Breviolum385160	K07304
Breviolum173049	K18995
Breviolum9938	K18156
Breviolum19750	K20790
Breviolum51181	K04368
Breviolum308669	K24473
Breviolum78305	K13412
Breviolum57175	K12440
Breviolum90726	K03350
Breviolum88672	K03444
Breviolum383273	K03686
Breviolum185560	K10380
Breviolum233464	K10380
Breviolum44997	K12132
Breviolum1904	K04461
Breviolum392581	K08151
Breviolum70023	K13412
Breviolum273569	K05613
Breviolum99621	K12948
Breviolum183238	K02927
Breviolum93835	K08795
Breviolum53100	K00995
Breviolum190790	K17065
Breviolum16787	K03686
Breviolum311285	K00858
Breviolum31583	K11160
Breviolum19165	K12132
Breviolum231238	K10799
Breviolum354523	K08776
Breviolum69373	K12736
Breviolum84430	K08857
Breviolum24905	K01204
Breviolum88349	K25656
Breviolum28355	K08679
Breviolum62370	K00645
Breviolum7421	K09838
Breviolum349944	K22614
Breviolum69047	K12823
Breviolum181696	K01456
Breviolum2736	K15429
Breviolum97522	K05657
Breviolum392675	K02883
Breviolum94250	K10380
Breviolum227834	K04910
Breviolum27711	K14759
Breviolum70823	K19760
Breviolum97033	K03932
Breviolum75020	K01834
Breviolum267205	K03320
Breviolum178029	K10359
Breviolum281363	K03011
Breviolum62812	K16726
Breviolum346002	K06689
Breviolum31284	K25614
Breviolum69520	K05658
Breviolum86691	K08829
Breviolum344951	K02895
Breviolum62216	K10580
Breviolum26810	K00327
Breviolum350416	K00616
Breviolum95425	K03453
Breviolum327342	K00326
Breviolum343985	K02942
Breviolum95184	K00797
Breviolum5535	K05516
Breviolum81580	K24512
Breviolum70730	K06671
Breviolum51292	K22390
Breviolum32369	K09505
Breviolum57711	K09580
Breviolum82128	K01749
Breviolum44631	K15033
Breviolum49514	K03671
Breviolum70407	K09861
Breviolum363169	K06158
Breviolum31310	K20293
Breviolum62693	K02206
Breviolum45096	K13566
Breviolum74914	K03142
Breviolum268593	K10380
Breviolum92531	K00008
Breviolum302973	K01179
Breviolum391365	K15303
Breviolum62700	K19756
Breviolum9225	K16571
Breviolum271028	K23330
Breviolum89931	K10799
Breviolum353525	K02258
Breviolum88422	K12392
Breviolum69877	K12823
Breviolum406735	K01365
Breviolum49973	K18914
Breviolum208658	K08997
Breviolum23313	K04515
Breviolum58506	K07513
Breviolum21056	K19942
Breviolum390510	K02895
Breviolum61936	K10645
Breviolum30940	K00253
Breviolum227888	K12819
Breviolum303104	K24175
Breviolum275324	K03671
Breviolum5312	K24749
Breviolum74834	K21952
Breviolum62055	K19870
Breviolum244632	K00545
Breviolum92602	K24680
Breviolum407031	K14683
Breviolum69771	K15665
Breviolum96158	K06180
Breviolum404748	K01586
Breviolum35049	K10407
Breviolum266072	K10380
Breviolum191054	K08008
Breviolum31268	K07115
Breviolum61868	K01535
Breviolum391767	K12890
Breviolum383220	K02155
Breviolum17183	K25166
Breviolum179366	K06901
Breviolum316595	K13124
Breviolum164804	K04523
Breviolum60065	K14791
Breviolum267667	K14427
Breviolum46595	K00020
Breviolum91650	K01076
Breviolum317790	K10475
Breviolum350484	K08244
Breviolum293436	K24764
Breviolum68444	K07115
Breviolum265134	K17943
Breviolum5683	K20032
Breviolum266642	K03929
Breviolum305282	K14685
Breviolum50096	K01379
Breviolum304093	K10442
Breviolum18101	K19760
Breviolum93512	K08824
Breviolum61890	K19882
Breviolum384090	K19041
Breviolum179674	K15261
Breviolum2266	K13984
Breviolum230827	K01174
Breviolum275283	K06619
Breviolum394346	K14972
Breviolum69207	K00645
Breviolum92794	K03118
Breviolum94016	K06276
Breviolum78501	K17981
Breviolum48335	K01164
Breviolum49892	K17710
Breviolum194396	K05666
Breviolum186838	K10380
Breviolum59961	K04345
Breviolum303554	K10380
Breviolum174330	K05841
Breviolum313152	K25470
Breviolum6969	K14209
Breviolum192556	K21421
Breviolum63363	K23964
Breviolum165431	K01624
Breviolum50908	K10260
Breviolum250438	K10615
Breviolum385684	K00476
Breviolum206928	K09489
Breviolum95920	K14379
Breviolum345757	K25808
Breviolum172082	K03234
Breviolum264881	K00108
Breviolum95202	K06793
Breviolum72703	K12323
Breviolum95981	K19673
Breviolum210740	K00931
Breviolum228966	K23012
Breviolum344025	K01869
Breviolum348926	K25443
Breviolum50598	K09020
Breviolum39054	K10869
Breviolum241607	K25550
Breviolum231979	K08869
Breviolum49144	K12486
Breviolum74750	K04909
Breviolum310303	K10426
Breviolum33463	K01802
Breviolum304508	K00476
Breviolum404955	K03524
Breviolum98860	K25470
Breviolum63456	K14407
Breviolum62059	K16745
Breviolum91439	K20603
Breviolum62264	K24939
Breviolum67626	K03128
Breviolum92319	K10380
Breviolum384605	K05236
Breviolum369688	K17675
Breviolum265015	K08151
Breviolum6536	K07942
Breviolum210990	K00249
Breviolum6579	K14402
Breviolum226179	K17732
Breviolum209247	K01586
Breviolum88945	K01142
Breviolum386985	K11982
Breviolum70831	K14674
Breviolum7249	K02835
Breviolum281686	K10380
Breviolum82218	K03660
Breviolum2336	K12821
Breviolum230877	K16781
Breviolum267327	K02260
Breviolum344864	K04850
Breviolum62613	K00486
Breviolum231040	K10754
Breviolum74860	K00939
Breviolum62192	K19951
Breviolum59821	K09843
Breviolum61162	K17893
Breviolum244536	K03686
Breviolum31880	K22833
Breviolum302925	K12567
Breviolum81390	K02183
Breviolum4586	K11143
Breviolum29159	K01537
Breviolum92472	K11323
Breviolum344000	K21440
Breviolum89177	K06917
Breviolum53864	K20176
Breviolum97090	K20347
Breviolum270934	K09527
Breviolum89820	K00931
Breviolum71158	K19041
Breviolum94131	K15376
Breviolum6295	K03686
Breviolum26565	K11156
Breviolum49487	K13753
Breviolum99210	K02943
Breviolum61967	K03470
Breviolum350298	K18418
Breviolum40679	K15692
Breviolum97997	K08577
Breviolum99045	K17278
Breviolum90159	K10639
Breviolum21739	K01759
Breviolum23699	K10457
Breviolum48129	K02965
Breviolum86963	K03512
Breviolum70816	K00615
Breviolum72420	K02903
Breviolum33439	K14944
Breviolum79727	K24926
Breviolum82146	K01974
Breviolum6767	K03979
Breviolum78506	K17623
Breviolum94627	K01193
Breviolum388543	K24155
Breviolum74699	K13010
Breviolum201529	K20495
Breviolum28245	K08679
Breviolum37695	K01802
Breviolum62512	K10413
Breviolum360495	K12856
Breviolum81733	K25549
Breviolum348939	K00476
Breviolum368692	K10355
Breviolum89754	K08139
Breviolum386840	K07407
Breviolum37686	K14338
Breviolum86027	K09964
Breviolum58707	K13719
Breviolum53931	K25166
Breviolum59244	K04955
Breviolum390918	K09013
Breviolum393892	K02427
Breviolum58759	K08489
Breviolum206166	K02882
Breviolum290475	K14415
Breviolum52206	K15103
Breviolum78407	K25894
Breviolum7594	K06944
Breviolum179846	K24816
Breviolum89807	K00106
Breviolum63039	K09515
Breviolum71033	K25166
Breviolum67403	K06130
Breviolum47450	K04840
Breviolum207038	K25079
Breviolum385660	K01054
Breviolum57117	K20184
Breviolum273030	K02155
Breviolum22288	K07921
Breviolum33582	K01719
Breviolum97039	K12847
Breviolum69833	K01076
Breviolum343629	K09582
Breviolum229660	K14298
Breviolum226399	K12400
Breviolum33543	K15381
Breviolum376167	K07375
Breviolum78309	K11883
Breviolum70786	K14338
Breviolum394296	K20280
Breviolum50714	K12812
Breviolum95935	K05016
Breviolum55525	K15272
Breviolum84898	K13412
Breviolum69193	K12132
Breviolum285935	K07375
Breviolum39486	K18404
Breviolum208896	K16742
Breviolum207639	K10380
Breviolum69145	K08582
Breviolum173893	K24427
Breviolum182616	K00507
Breviolum310790	K02925
Breviolum98846	K00218
Breviolum71056	K06689
Breviolum93660	K02906
Breviolum192172	K04958
Breviolum27902	K00240
Breviolum87948	K10165
Breviolum33961	K13526
Breviolum186156	K12874
Breviolum74486	K13208
Breviolum19152	K06147
Breviolum271310	K03235
Breviolum95621	K07376
Breviolum34579	K08582
Breviolum234512	K21989
Breviolum231895	K10380
Breviolum383533	K03238
Breviolum389157	K00472
Breviolum304056	K17710
Breviolum81863	K00006
Breviolum318278	K16639
Breviolum165320	K03218
Breviolum96239	K12443
Breviolum347443	K00814
Breviolum93284	K14326
Breviolum87903	K02356
Breviolum62966	K13525
Breviolum211123	K14445
Breviolum206649	K15701
Breviolum92383	K08139
Breviolum74301	K10808
Breviolum397465	K11276
Breviolum304517	K01069
Breviolum62425	K01951
Breviolum83281	K10324
Breviolum63009	K23025
Breviolum29497	K00486
Breviolum267716	K07953
Breviolum384208	K16465
Breviolum227568	K11103
Breviolum26813	K19755
Breviolum67579	K15336
Breviolum236731	K03152
Breviolum227269	K00600
Breviolum74790	K03252
Breviolum59198	K14453
Breviolum31807	K04730
Breviolum68441	K07198
Breviolum81917	K13412
Breviolum99650	K03924
Breviolum315217	K04043
Breviolum196340	K10461
Breviolum191945	K01915
Breviolum67611	K17499
Breviolum62835	K00434
Breviolum45732	K22940
Breviolum24068	K08857
Breviolum186745	K07552
Breviolum99540	K18726
Breviolum33615	K08776
Breviolum94184	K19219
Breviolum25167	K02927
Breviolum348650	K14589
Breviolum68708	K11204
Breviolum310033	K22763
Breviolum28575	K17710
Breviolum53872	K02901
Breviolum210292	K03671
Breviolum71108	K01539
Breviolum312499	K18498
Breviolum28487	K05658
Breviolum9012	K00703
Breviolum253306	K01637
Breviolum42533	K02871
Breviolum84044	K01952
Breviolum3379	K03798
Breviolum169633	K10408
Breviolum184395	K17256
Breviolum372122	K00239
Breviolum90565	K02866
Breviolum214124	K02974
Breviolum386059	K01254
Breviolum37744	K17943
Breviolum206208	K09637
Breviolum270411	K07511
Breviolum315758	K13412
Breviolum353154	K00077
Breviolum307897	K01176
Breviolum186507	K07937
Breviolum69264	K01845
Breviolum62135	K00108
Breviolum58999	K16602
Breviolum244502	K08139
Breviolum206485	K22991
Breviolum264490	K24469
Breviolum46973	K07375
Breviolum343882	K18468
Breviolum30375	K03929
Breviolum4680	K15113
Breviolum24685	K15190
Breviolum274964	K12840
Breviolum35322	K08658
Breviolum74943	K05657
Breviolum195768	K02690
Breviolum51681	K00963
Breviolum310342	K05643
Breviolum304721	K17609
Breviolum347732	K04885
Breviolum383657	K01952
Breviolum344647	K13412
Breviolum38856	K02889
Breviolum50005	K05758
Breviolum92352	K01510
Breviolum285483	K07952
Breviolum74717	K05010
Breviolum82940	K25656
Breviolum312494	K12663
Breviolum308491	K10380
Breviolum384295	K06173
Breviolum304611	K10595
Breviolum230893	K19329
Breviolum307113	K06924
Breviolum180353	K14803
Breviolum248501	K03234
Breviolum21171	K02923
Breviolum43161	K17675
Breviolum228329	K10732
Breviolum356325	K06215
Breviolum393536	K02987
Breviolum312437	K06180
Breviolum47284	K15191
Breviolum410266	K02957
Breviolum270690	K12827
Breviolum72751	K15446
Breviolum211596	K06180
Breviolum61980	K02471
Breviolum226513	K03929
Breviolum18835	K10380
Breviolum70093	K03036
Breviolum48310	K13448
Breviolum272864	K09505
Breviolum82000	K16726
Breviolum81761	K00609
Breviolum268447	K07944
Breviolum93778	K22763
Breviolum59701	K00972
Breviolum284834	K15103
Breviolum27697	K20131
Breviolum63069	K05601
Breviolum8722	K10475
Breviolum70563	K04905
Breviolum234138	K16282
Breviolum265060	K02984
Breviolum99365	K18740
Breviolum71144	K03234
Breviolum73617	K01246
Breviolum179920	K19525
Breviolum383665	K08582
Breviolum207223	K14803
Breviolum99228	K01610
Breviolum344662	K17943
Breviolum69624	K10878
Breviolum31550	K00486
Breviolum179283	K04459
Breviolum226578	K01070
Breviolum67666	K05791
Breviolum81802	K12483
Breviolum344997	K13412
Breviolum343731	K20279
Breviolum226863	K12319
Breviolum71107	K12410
Breviolum37275	K00652
Breviolum22459	K03109
Breviolum74803	K06180
Breviolum58867	K03417
Breviolum8709	K16219
Breviolum67621	K25808
Breviolum33466	K21867
Breviolum406988	K21440
Breviolum59622	K23114
Breviolum82723	K10629
Breviolum68606	K03798
Breviolum20450	K16546
Breviolum89343	K05757
Breviolum190270	K08057
Breviolum67274	K04833
Breviolum52638	K03575
Breviolum402453	K04043
Breviolum69381	K14440
Breviolum302672	K06215
Breviolum57098	K04949
Breviolum385601	K00088
Breviolum1704	K02371
Breviolum347493	K22522
Breviolum206459	K19360
Breviolum241261	K01265
Breviolum62471	K14018
Breviolum71164	K07375
Breviolum27970	K14717
Breviolum31743	K19269
Breviolum300675	K03257
Breviolum9121	K09503
Breviolum226101	K00592
Breviolum74599	K06002
Breviolum60120	K00362
Breviolum83323	K08857
Breviolum6970	K08582
Breviolum272427	K12493
Breviolum75080	K01874
Breviolum53075	K03869
Breviolum189757	K22857
Breviolum92400	K03932
Breviolum62053	K03386
Breviolum265624	K10418
Breviolum172024	K14442
Breviolum88778	K04740
Breviolum385194	K23257
Breviolum27709	K04615
Breviolum267773	K00130
Breviolum180909	K03284
Breviolum40850	K10380
Breviolum352869	K14457
Breviolum57100	K10595
Breviolum260037	K24157
Breviolum97092	K09502
Breviolum28380	K08998
Breviolum265567	K04077
Breviolum388102	K08864
Breviolum94614	K02835
Breviolum28725	K12397
Breviolum59823	K22939
Breviolum166673	K10799
Breviolum207775	K18754
Breviolum53048	K06002
Breviolum303557	K04420
Breviolum205695	K13207
Breviolum226756	K16900
Breviolum90605	K09553
Breviolum69651	K14411
Breviolum8735	K00326
Breviolum69205	K15110
Breviolum90898	K15665
Breviolum95815	K22769
Breviolum70764	K09958
Breviolum385457	K15033
Breviolum170742	K14326
Breviolum345794	K06711
Breviolum314106	K26236
Breviolum17904	K01113
Breviolum287441	K20989
Breviolum177445	K01408
Breviolum88417	K18467
Breviolum396243	K02923
Breviolum74759	K19176
Breviolum62951	K14807
Breviolum88595	K12815
Breviolum47951	K01195
Breviolum68453	K04955
Breviolum81281	K16608
Breviolum264124	K12876
Breviolum87306	K09861
Breviolum191698	K03782
Breviolum18579	K10614
Breviolum194448	K14718
Breviolum353450	K17616
Breviolum31146	K02154
Breviolum17169	K00898
Breviolum53837	K07151
Breviolum32355	K17508
Breviolum306278	K00600
Breviolum72077	K19329
Breviolum55611	K07889
Breviolum266523	K10523
Breviolum351689	K01365
Breviolum83709	K15283
Breviolum30724	K00902
Breviolum33685	K09549
Breviolum91435	K14555
Breviolum273373	K26126
Breviolum32085	K04638
Breviolum70162	K19573
Breviolum231820	K02693
Breviolum83428	K13412
Breviolum36843	K04739
Breviolum70327	K14306
Breviolum383314	K15666
Breviolum174197	K12606
Breviolum86668	K00898
Breviolum92709	K01382
Breviolum74995	K04905
Breviolum78369	K04788
Breviolum99991	K11152
Breviolum74604	K16726
Breviolum195989	K10380
Breviolum38509	K02912
Breviolum345636	K15789
Breviolum167671	K10380
Breviolum28581	K01190
Breviolum5093	K04097
Breviolum9380	K08585
Breviolum321990	K01802
Breviolum349396	K02355
Breviolum59277	K03320
Breviolum206102	K08776
Breviolum34574	K08798
Breviolum49828	K23490
Breviolum74533	K06063
Breviolum34712	K07114
Breviolum76353	K03686
Breviolum168819	K03235
Breviolum385166	K02603
Breviolum71416	K10799
Breviolum7328	K13953
Breviolum225814	K03654
Breviolum234479	K03120
Breviolum6867	K14684
Breviolum174818	K17592
Breviolum88647	K25829
Breviolum47661	K01074
Breviolum264812	K12821
Breviolum69276	K12834
Breviolum93069	K02551
Breviolum92442	K01240
Breviolum312615	K23164
Breviolum210387	K02875
Breviolum359973	K09580
Breviolum205799	K01725
Breviolum238780	K20242
Breviolum28541	K23257
Breviolum45967	K16465
Breviolum345490	K19755
Breviolum93565	K00699
Breviolum349882	K02256
Breviolum235174	K04040
Breviolum70026	K02687
Breviolum58853	K01128
Breviolum270956	K08582
Breviolum81666	K00612
Breviolum346469	K25426
Breviolum213654	K10534
Breviolum212190	K01689
Breviolum307646	K25931
Breviolum89083	K07404
Breviolum227248	K23025
Breviolum308652	K19612
Breviolum205737	K03070
Breviolum397651	K00432
Breviolum81158	K05544
Breviolum199753	K00412
Breviolum81322	K10380
Breviolum173974	K08906
Breviolum356300	K23882
Breviolum88466	K11592
Breviolum344968	K10960
Breviolum242016	K07517
Breviolum212996	K02183
Breviolum3012	K15104
Breviolum89522	K12823
Breviolum206567	K13412
Breviolum7010	K15115
Breviolum48617	K07056
Breviolum59023	K04461
Breviolum343931	K12132
Breviolum63449	K01610
Breviolum168113	K05676
Breviolum54263	K08869
Breviolum85003	K11166
Breviolum69364	K22809
Breviolum62313	K14852
Breviolum345535	K08288
Breviolum21610	K14165
Breviolum165028	K10592
Breviolum70397	K15259
Breviolum168716	K10407
Breviolum31488	K16608
Breviolum63683	K18327
Breviolum83684	K24937
Breviolum88146	K20472
Breviolum5334	K03320
Breviolum173787	K06994
Breviolum99637	K09680
Breviolum97002	K21806
Breviolum59942	K01210
Breviolum69285	K00327
Breviolum228278	K00615
Breviolum82352	K00058
Breviolum41937	K01112
Breviolum82287	K17609
Breviolum68391	K05665
Breviolum62792	K15272
Breviolum68428	K13755
Breviolum95912	K10380
Breviolum61164	K12663
Breviolum74824	K14779
Breviolum28263	K01931
Breviolum60925	K03417
Breviolum58146	K10245
Breviolum307316	K14538
Breviolum63589	K04885
Breviolum87187	K02924
Breviolum266544	K03773
Breviolum95036	K03106
Breviolum54427	K01802
Breviolum63088	K01081
Breviolum69925	K19199
Breviolum226461	K01379
Breviolum63354	K04345
Breviolum53633	K24123
Breviolum27869	K01081
Breviolum232231	K01802
Breviolum176125	K03165
Breviolum44500	K03772
Breviolum53277	K00128
Breviolum207163	K17943
Breviolum165758	K10380
Breviolum287247	K07937
Breviolum81946	K15013
Breviolum68410	K14837
Breviolum95786	K21804
Breviolum185534	K03762
Breviolum53585	K17943
Breviolum67572	K08857
Breviolum9009	K22193
Breviolum346874	K12823
Breviolum402046	K02256
Breviolum18411	K00029
Breviolum227156	K09597
Breviolum303246	K10380
Breviolum303316	K17508
Breviolum236897	K02940
Breviolum57111	K13647
Breviolum247950	K03386
Breviolum226198	K15687
Breviolum389820	K02922
Breviolum6630	K13412
Breviolum51323	K00873
Breviolum230784	K23330
Breviolum19785	K10585
Breviolum7706	K13412
Breviolum267692	K24764
Breviolum28396	K08794
Breviolum49396	K00930
Breviolum27165	K23330
Breviolum95802	K22868
Breviolum59203	K14864
Breviolum90790	K19225
Breviolum279371	K19626
Breviolum351402	K19683
Breviolum98449	K08592
Breviolum230916	K24419
Breviolum19203	K00604
Breviolum392717	K02945
Breviolum174075	K09490
Breviolum45897	K10260
Breviolum51024	K05021
Breviolum389361	K00108
Breviolum88321	K14620
Breviolum82245	K20792
Breviolum28879	K09571
Breviolum33055	K14016
Breviolum245248	K13525
Breviolum390761	K09592
Breviolum317445	K24175
Breviolum398289	K13448
Breviolum355572	K22614
Breviolum68226	K01285
Breviolum20968	K15028
Breviolum193926	K07375
Breviolum227973	K03327
Breviolum232908	K10380
Breviolum33171	K19755
Breviolum57530	K04950
Breviolum180225	K04097
Breviolum303353	K12306
Breviolum82715	K06949
Breviolum246330	K06269
Breviolum267856	K00831
Breviolum8378	K08176
Breviolum72546	K09528
Breviolum267888	K25554
Breviolum4106	K00914
Breviolum385015	K01179
Breviolum99504	K10380
Breviolum28845	K08910
Breviolum95723	K00483
Breviolum386950	K13698
Breviolum75137	K20029
Breviolum171315	K12385
Breviolum365751	K00699
Breviolum51995	K06221
Breviolum227837	K01689
Breviolum269053	K10523
Breviolum81435	K03462
Breviolum306522	K04077
Breviolum30396	K03260
Breviolum210903	K11826
Breviolum350128	K04554
Breviolum207806	K00108
Breviolum228150	K06180
Breviolum28681	K12812
Breviolum28945	K09592
Breviolum87378	K05349
Breviolum268241	K13126
Breviolum54714	K11323
Breviolum36983	K13448
Breviolum387594	K02437
Breviolum70627	K13412
Breviolum43562	K03686
Breviolum81608	K02997
Breviolum91345	K20184
Breviolum271454	K01179
Breviolum57976	K08683
Breviolum74194	K02871
Breviolum79003	K13045
Breviolum3304	K01367
Breviolum284243	K12259
Breviolum385736	K03437
Breviolum95825	K01076
Breviolum97925	K18749
Breviolum19878	K01192
Breviolum49835	K20299
Breviolum231144	K08582
Breviolum2070	K10380
Breviolum50671	K17943
Breviolum317843	K10380
Breviolum369083	K13989
Breviolum68425	K15029
Breviolum303295	K11412
Breviolum50511	K06180
Breviolum30826	K12602
Breviolum9631	K17087
Breviolum27967	K00898
Breviolum241412	K15210
Breviolum315161	K19626
Breviolum49599	K18703
Breviolum272835	K02868
Breviolum346441	K12323
Breviolum3636	K10380
Breviolum51016	K23499
Breviolum275271	K07390
Breviolum74085	K10380
Breviolum22252	K04460
Breviolum50081	K00898
Breviolum180214	K24068
Breviolum229108	K22857
Breviolum198491	K13526
Breviolum6850	K13806
Breviolum52072	K10839
Breviolum386122	K13292
Breviolum69727	K19423
Breviolum1943	K22763
Breviolum30934	K10380
Breviolum388955	K02901
Breviolum53761	K01110
Breviolum27689	K12339
Breviolum61881	K11547
Breviolum64509	K00472
Breviolum33745	K06694
Breviolum272820	K02969
Breviolum195444	K01006
Breviolum345575	K04990
Breviolum272771	K07390
Breviolum95471	K01662
Breviolum383908	K23025
Breviolum355231	K22763
Breviolum19809	K23727
Breviolum90361	K01775
Breviolum67467	K16726
Breviolum233742	K25900
Breviolum69908	K08869
Breviolum390921	K09580
Breviolum96434	K08906
Breviolum89314	K04460
Breviolum68984	K00765
Breviolum182715	K05516
Breviolum180470	K05841
Breviolum390480	K14773
Breviolum86874	K13412
Breviolum283503	K15503
Breviolum90327	K18953
Breviolum36191	K12385
Breviolum98056	K05410
Breviolum348117	K04564
Breviolum346616	K10380
Breviolum360171	K12132
Breviolum180797	K25808
Breviolum38082	K11323
Breviolum62458	K02899
Breviolum384142	K10712
Breviolum209739	K10396
Breviolum395697	K15692
Breviolum348238	K02873
Breviolum54632	K13207
Breviolum62620	K21434
Breviolum51437	K19730
Breviolum171644	K13412
Breviolum69310	K09527
Breviolum98357	K00434
Breviolum31748	K01648
Breviolum88483	K13412
Breviolum58793	K14801
Breviolum73158	K09503
Breviolum71138	K04648
Breviolum229658	K08963
Breviolum208864	K04780
Breviolum96127	K14326
