OG0007653	Breviolum34574	K08798
OG0002571	Breviolum34634	K06228
OG0000279	Breviolum89154	K11407
OG0001071	Breviolum99202	K23539
OG0004662	Breviolum50912	K07017
OG0000080	Breviolum60007	K14379
OG0003868	Breviolum385726	K24253
OG0002801	Breviolum225900	K03235
OG0000615	Breviolum63547	K04885
OG0001553	Breviolum62840	K07748
OG0005052	Breviolum388465	K22614
OG0000727	Breviolum319619	K02940
OG0000356	Breviolum50871	K08292
OG0006969	Breviolum92531	K00008
OG0000011	Breviolum171494	K08857
OG0003517	Breviolum59790	K10586
OG0000041	Breviolum31233	K13412
OG0006457	Breviolum7292	K14407
OG0003653	Breviolum205948	K14997
OG0002970	Breviolum383328	K20028
OG0000112	Breviolum317209	K02183
OG0000040	Breviolum269873	K13755
OG0007548	Breviolum48825	K07809
OG0004733	Breviolum265710	K03188
OG0001904	Breviolum32935	K05387
OG0003856	Breviolum33123	K14538
OG0004480	Breviolum349333	K13412
OG0000012	Breviolum377212	K04043
OG0005311	Breviolum62867	K13985
OG0001329	Breviolum357295	K04459
OG0006507	Breviolum165111	K11835
OG0001457	Breviolum53371	K18764
OG0000021	Breviolum206962	K22763
OG0000551	Breviolum356325	K06215
OG0006796	Breviolum62075	K10358
OG0004693	Breviolum82591	K08866
OG0000070	Breviolum45918	K10380
OG0007683	Breviolum72575	K22763
OG0005081	Breviolum92924	K13123
OG0003986	Breviolum60154	K20318
OG0007032	Breviolum34607	K14050
OG0006211	Breviolum57137	K02863
OG0005609	Breviolum168873	K03579
OG0000304	Breviolum233496	K08827
OG0001619	Breviolum91339	K03417
OG0001548	Breviolum62620	K21434
OG0002873	Breviolum267161	K03849
OG0000756	Breviolum174120	K24182
OG0000014	Breviolum348763	K15423
OG0006892	Breviolum57228	K13179
OG0003952	Breviolum37464	K10391
OG0003588	Breviolum227384	K10878
OG0003714	Breviolum266977	K24427
OG0000784	Breviolum384068	K00710
OG0000765	Breviolum282741	K08057
OG0004719	Breviolum70593	K20362
OG0002516	Breviolum181573	K00863
OG0004991	Breviolum68813	K00311
OG0001443	Breviolum94793	K10798
OG0001169	Breviolum307350	K15001
OG0000977	Breviolum165601	K18663
OG0000942	Breviolum2967	K07893
OG0000549	Breviolum97489	K01006
OG0006088	Breviolum54369	K08193
OG0001785	Breviolum302970	K25686
OG0000602	Breviolum309771	K07115
OG0000622	Breviolum344408	K16726
OG0000166	Breviolum265271	K04567
OG0001471	Breviolum169240	K04615
OG0000403	Breviolum74860	K00939
OG0000517	Breviolum206781	K01208
OG0005310	Breviolum344300	K13606
OG0000053	Breviolum311562	K08960
OG0007202	Breviolum227077	K19626
OG0005825	Breviolum229929	K20793
OG0000582	Breviolum250302	K08738
OG0004333	Breviolum58779	K02325
OG0003170	Breviolum352141	K15541
OG0007274	Breviolum93951	K03665
OG0003257	Breviolum3042	K17362
OG0004816	Breviolum394400	K06276
OG0001432	Breviolum85783	K11426
OG0001356	Breviolum35655	K00856
OG0005770	Breviolum83262	K15198
OG0004727	Breviolum264258	K17686
OG0002985	Breviolum345367	K06978
OG0002042	Breviolum74740	K14004
OG0003998	Breviolum267805	K10448
OG0000686	Breviolum273556	K07342
OG0000342	Breviolum166512	K09510
OG0006302	Breviolum217190	K03686
OG0003907	Breviolum35378	K06178
OG0003155	Breviolum93069	K02551
OG0004293	Breviolum232682	K12839
OG0000256	Breviolum69226	K08794
OG0001427	Breviolum304512	K13412
OG0002794	Breviolum67621	K25808
OG0001644	Breviolum266523	K10523
OG0004688	Breviolum398289	K13448
OG0000442	Breviolum237715	K24512
OG0000025	Breviolum218849	K07939
OG0001888	Breviolum40065	K10251
OG0000606	Breviolum3879	K12836
OG0007441	Breviolum99376	K16604
OG0002130	Breviolum57111	K13647
OG0000827	Breviolum67452	K12160
OG0001847	Breviolum345585	K01254
OG0000247	Breviolum62561	K02471
OG0001070	Breviolum397402	K17783
OG0001450	Breviolum235211	K01527
OG0000142	Breviolum74735	K15377
OG0006787	Breviolum26810	K00327
OG0005887	Breviolum18779	K15272
OG0000922	Breviolum51087	K01881
OG0001311	Breviolum226798	K14648
OG0000083	Breviolum90328	K24427
OG0007727	Breviolum343360	K06133
OG0005210	Breviolum68441	K07198
OG0006629	Breviolum304388	K10846
OG0001114	Breviolum27643	K14570
OG0005287	Breviolum47851	K06639
OG0000161	Breviolum309241	K16465
OG0000690	Breviolum307343	K02930
OG0005468	Breviolum50374	K13126
OG0000505	Breviolum385769	K12614
OG0003869	Breviolum89088	K14018
OG0000616	Breviolum22477	K08568
OG0000184	Breviolum217926	K02183
OG0002627	Breviolum62448	K09514
OG0000636	Breviolum88460	K11977
OG0000541	Breviolum32626	K02183
OG0001074	Breviolum198284	K10380
OG0001021	Breviolum183039	K02433
OG0000006	Breviolum31414	K12440
OG0003844	Breviolum344998	K17586
OG0006135	Breviolum209605	K07893
OG0000960	Breviolum82040	K18798
OG0000509	Breviolum79003	K13045
OG0000338	Breviolum405581	K02355
OG0006478	Breviolum71081	K22132
OG0003027	Breviolum303633	K10597
OG0007520	Breviolum32428	K08869
OG0000049	Breviolum9121	K09503
OG0002636	Breviolum205618	K03320
OG0005852	Breviolum53415	K06268
OG0003085	Breviolum230966	K14803
OG0004969	Breviolum92907	K21952
OG0000702	Breviolum7590	K24553
OG0002512	Breviolum312499	K18498
OG0000013	Breviolum88117	K10325
OG0002136	Breviolum37546	K06630
OG0000263	Breviolum67467	K16726
OG0000627	Breviolum32402	K00382
OG0001781	Breviolum88075	K19600
OG0000105	Breviolum57148	K06188
OG0001457	Breviolum70098	K12603
OG0000941	Breviolum1704	K02371
OG0004572	Breviolum95578	K14558
OG0003828	Breviolum7066	K04554
OG0003477	Breviolum308700	K11982
OG0006684	Breviolum93429	K01915
OG0003847	Breviolum68391	K05665
OG0000128	Breviolum346069	K08585
OG0001561	Breviolum90396	K00921
OG0001964	Breviolum234961	K00058
OG0000817	Breviolum271767	K02865
OG0005267	Breviolum24068	K08857
OG0001602	Breviolum82757	K05656
OG0000513	Breviolum61788	K08906
OG0000789	Breviolum391605	K03676
OG0001342	Breviolum350823	K06158
OG0006664	Breviolum225647	K18055
OG0004260	Breviolum350077	K00757
OG0007628	Breviolum36853	K08794
OG0000787	Breviolum95933	K25554
OG0005978	Breviolum230833	K10879
OG0005174	Breviolum63632	K07152
OG0001574	Breviolum46577	K20029
OG0006766	Breviolum78289	K00658
OG0004296	Breviolum6923	K24388
OG0007349	Breviolum95892	K19269
OG0006312	Breviolum233464	K10380
OG0000790	Breviolum266612	K01265
OG0000551	Breviolum273016	K06215
OG0005233	Breviolum97977	K08790
OG0000594	Breviolum271821	K16914
OG0002081	Breviolum59520	K02492
OG0000572	Breviolum265627	K00265
OG0007656	Breviolum95419	K07126
OG0005528	Breviolum214487	K11855
OG0001002	Breviolum231092	K02875
OG0006846	Breviolum269650	K09648
OG0006049	Breviolum70093	K03036
OG0004043	Breviolum93116	K20890
OG0000273	Breviolum4315	K20028
OG0000189	Breviolum307954	K12442
OG0000336	Breviolum54831	K15192
OG0000022	Breviolum86229	K01802
OG0000335	Breviolum20774	K05665
OG0001240	Breviolum61168	K14165
OG0002005	Breviolum81438	K11751
OG0000060	Breviolum69370	K24764
OG0001724	Breviolum354533	K01074
OG0000439	Breviolum50779	K17086
OG0005983	Breviolum72751	K15446
OG0005616	Breviolum1943	K22763
OG0000280	Breviolum71156	K19360
OG0000414	Breviolum32848	K02183
OG0004173	Breviolum307945	K10536
OG0006372	Breviolum305248	K00939
OG0000863	Breviolum169171	K01250
OG0007506	Breviolum70881	K10735
OG0007254	Breviolum266270	K11068
OG0002581	Breviolum53761	K01110
OG0006413	Breviolum82126	K21989
OG0002370	Breviolum74240	K18272
OG0001819	Breviolum27874	K00228
OG0005539	Breviolum51241	K01204
OG0005370	Breviolum226466	K07910
OG0001728	Breviolum68479	K13431
OG0001237	Breviolum69870	K11855
OG0000048	Breviolum7297	K24427
OG0004602	Breviolum270244	K01611
OG0001819	Breviolum227836	K00228
OG0000011	Breviolum40222	K08857
OG0005148	Breviolum227568	K11103
OG0004841	Breviolum33393	K00993
OG0002693	Breviolum282789	K02528
OG0004499	Breviolum81289	K04371
OG0002528	Breviolum176233	K21862
OG0006335	Breviolum37306	K18079
OG0005111	Breviolum391244	K07232
OG0000084	Breviolum230712	K03257
OG0000338	Breviolum349396	K02355
OG0004552	Breviolum389270	K07750
OG0007195	Breviolum308148	K03016
OG0004915	Breviolum98671	K08860
OG0001426	Breviolum398817	K15429
OG0007514	Breviolum2084	K06617
OG0006209	Breviolum95591	K14963
OG0004690	Breviolum82732	K09874
OG0003545	Breviolum95754	K07520
OG0004594	Breviolum389361	K00108
OG0001799	Breviolum346840	K07759
OG0003668	Breviolum388769	K14165
OG0000605	Breviolum54324	K02969
OG0005074	Breviolum18924	K08829
OG0001648	Breviolum82112	K16675
OG0001204	Breviolum373160	K02936
OG0001473	Breviolum53557	K23741
OG0007438	Breviolum348083	K13113
OG0006348	Breviolum270764	K10380
OG0000159	Breviolum91363	K20715
OG0001164	Breviolum408539	K01835
OG0006752	Breviolum33653	K16196
OG0003150	Breviolum38739	K06130
OG0002502	Breviolum23850	K01783
OG0000772	Breviolum59198	K14453
OG0005697	Breviolum314079	K23739
OG0001168	Breviolum99637	K09680
OG0006415	Breviolum403479	K24758
OG0005291	Breviolum95887	K05986
OG0002176	Breviolum82225	K10773
OG0000928	Breviolum309976	K08956
OG0000839	Breviolum198491	K13526
OG0000293	Breviolum209591	K02978
OG0000318	Breviolum62497	K17592
OG0002023	Breviolum346256	K07407
OG0000178	Breviolum351056	K02984
OG0006894	Breviolum49668	K12175
OG0000121	Breviolum58565	K02183
OG0001107	Breviolum389892	K22943
OG0003503	Breviolum207728	K21440
OG0003314	Breviolum207664	K07198
OG0004608	Breviolum62427	K14342
OG0004589	Breviolum81830	K03424
OG0004163	Breviolum98462	K14379
OG0004931	Breviolum53155	K12589
OG0003001	Breviolum59579	K10716
OG0000441	Breviolum57363	K03924
OG0003416	Breviolum2119	K24070
OG0006025	Breviolum32139	K07407
OG0006773	Breviolum215662	K12621
OG0005568	Breviolum7019	K13366
OG0000243	Breviolum90325	K00472
OG0006582	Breviolum306104	K15046
OG0000871	Breviolum266069	K17584
OG0000011	Breviolum41827	K08857
OG0000027	Breviolum346884	K10406
OG0000165	Breviolum32015	K05849
OG0004963	Breviolum95718	K01758
OG0000451	Breviolum32619	K00889
OG0003568	Breviolum89332	K01810
OG0003178	Breviolum304606	K15171
OG0006760	Breviolum385194	K23257
OG0007717	Breviolum72474	K04515
OG0005761	Breviolum69536	K08073
OG0001539	Breviolum9519	K15289
OG0006111	Breviolum169206	K10396
OG0005611	Breviolum386122	K13292
OG0006477	Breviolum70523	K18561
OG0000105	Breviolum62004	K09874
OG0000523	Breviolum171394	K06188
OG0006567	Breviolum268014	K08794
OG0006116	Breviolum70994	K09502
OG0006895	Breviolum30407	K02183
OG0001892	Breviolum238339	K09613
OG0004808	Breviolum364368	K13628
OG0004090	Breviolum53277	K00128
OG0001353	Breviolum205646	K08176
OG0007201	Breviolum28960	K07374
OG0001586	Breviolum383799	K03455
OG0004705	Breviolum28265	K03144
OG0005881	Breviolum265043	K08577
OG0007582	Breviolum28862	K05692
OG0000238	Breviolum18907	K00600
OG0000346	Breviolum18970	K15259
OG0006334	Breviolum69262	K10256
OG0000863	Breviolum304327	K01240
OG0003241	Breviolum235284	K16540
OG0000635	Breviolum191622	K03320
OG0000323	Breviolum400712	K12599
OG0005360	Breviolum36453	K18757
OG0002237	Breviolum51024	K05021
OG0005862	Breviolum81973	K13115
OG0001652	Breviolum345505	K19760
OG0000085	Breviolum86142	K17943
OG0007273	Breviolum69181	K10364
OG0001100	Breviolum2026	K13412
OG0000770	Breviolum308867	K20028
OG0006950	Breviolum59250	K17681
OG0001109	Breviolum343931	K12132
OG0001286	Breviolum48137	K14209
OG0000346	Breviolum70666	K15259
OG0002514	Breviolum354860	K04739
OG0006808	Breviolum74652	K01711
OG0007152	Breviolum27702	K07441
OG0006921	Breviolum68613	K23541
OG0005201	Breviolum386183	K01895
OG0003181	Breviolum88959	K20223
OG0001391	Breviolum180568	K12348
OG0006762	Breviolum307654	K13126
OG0005199	Breviolum59303	K00294
OG0000011	Breviolum84430	K08857
OG0005375	Breviolum27328	K25166
OG0002405	Breviolum306754	K10773
OG0000022	Breviolum72619	K01802
OG0000848	Breviolum308958	K12389
OG0004668	Breviolum207886	K05812
OG0007663	Breviolum58532	K19199
OG0001575	Breviolum267294	K03119
OG0001451	Breviolum344539	K00671
OG0004883	Breviolum98304	K23902
OG0000577	Breviolum345727	K04950
OG0000886	Breviolum81333	K04954
OG0000344	Breviolum20276	K01768
OG0001531	Breviolum81899	K00856
OG0000418	Breviolum350128	K04554
OG0000025	Breviolum59585	K07937
OG0000058	Breviolum64788	K10423
OG0007335	Breviolum82052	K12898
OG0005226	Breviolum36908	K15303
OG0000810	Breviolum226422	K21993
OG0000004	Breviolum308398	K13412
OG0000695	Breviolum70103	K00845
OG0000083	Breviolum4664	K17341
OG0005142	Breviolum229338	K22072
OG0002003	Breviolum99210	K02943
OG0000851	Breviolum89523	K12198
OG0003526	Breviolum59039	K11717
OG0004773	Breviolum353602	K22071
OG0003944	Breviolum344543	K05396
OG0007510	Breviolum233824	K13755
OG0006510	Breviolum68190	K00573
OG0000094	Breviolum292516	K03234
OG0002936	Breviolum95815	K22769
OG0007528	Breviolum95423	K01358
OG0002950	Breviolum230976	K11163
OG0006971	Breviolum383619	K14782
OG0000015	Breviolum88145	K12823
OG0003154	Breviolum71202	K11878
OG0001198	Breviolum83602	K11751
OG0002287	Breviolum9079	K25210
OG0004105	Breviolum194178	K08869
OG0002025	Breviolum70779	K10357
OG0006398	Breviolum89744	K10380
OG0000374	Breviolum175168	K07511
OG0004630	Breviolum40225	K00013
OG0006179	Breviolum96147	K14457
OG0000670	Breviolum310342	K05643
OG0004322	Breviolum6630	K13412
OG0003718	Breviolum86619	K16755
OG0000705	Breviolum387158	K12567
OG0004170	Breviolum46533	K15283
OG0002954	Breviolum31973	K20069
OG0004338	Breviolum33852	K24350
OG0004269	Breviolum353846	K02725
OG0004563	Breviolum62530	K24796
OG0002256	Breviolum267181	K08493
OG0005885	Breviolum274111	K04797
OG0002527	Breviolum50186	K01061
OG0000022	Breviolum264334	K01802
OG0003852	Breviolum265804	K11755
OG0006813	Breviolum59035	K19755
OG0001587	Breviolum304803	K10455
OG0000800	Breviolum87333	K10746
OG0005340	Breviolum65917	K01535
OG0002227	Breviolum229542	K12319
OG0002438	Breviolum74605	K24512
OG0002347	Breviolum345441	K12486
OG0000793	Breviolum92689	K15398
OG0000601	Breviolum272881	K14411
OG0003518	Breviolum57143	K01196
OG0002702	Breviolum226009	K02183
OG0001309	Breviolum99504	K10380
OG0003989	Breviolum93392	K03686
OG0001844	Breviolum183093	K01007
OG0004711	Breviolum51233	K01408
OG0002353	Breviolum305360	K10582
OG0005424	Breviolum344417	K08582
OG0003993	Breviolum31742	K23625
OG0003916	Breviolum396230	K14324
OG0005435	Breviolum61219	K07806
OG0002828	Breviolum62085	K08826
OG0007440	Breviolum323040	K12946
OG0007593	Breviolum32936	K17496
OG0000382	Breviolum82940	K25656
OG0000965	Breviolum8744	K01081
OG0002417	Breviolum2879	K00078
OG0007119	Breviolum23313	K04515
OG0005842	Breviolum90955	K11092
OG0006745	Breviolum308635	K00326
OG0007369	Breviolum57908	K05592
OG0002656	Breviolum53368	K01934
OG0001069	Breviolum229441	K02891
OG0007523	Breviolum18697	K06978
OG0000177	Breviolum211087	K10808
OG0000012	Breviolum50676	K04043
OG0002623	Breviolum69877	K12823
OG0000378	Breviolum95946	K00812
OG0000929	Breviolum384981	K00224
OG0001288	Breviolum24780	K08794
OG0000651	Breviolum302973	K01179
OG0001105	Breviolum88945	K01142
OG0001201	Breviolum87187	K02924
OG0000707	Breviolum69082	K17943
OG0002752	Breviolum53879	K11091
OG0000936	Breviolum95966	K01176
OG0000793	Breviolum313229	K15398
OG0000067	Breviolum384581	K01365
OG0001462	Breviolum238937	K02974
OG0000641	Breviolum82009	K10393
OG0005515	Breviolum185198	K05756
OG0002354	Breviolum207084	K10591
OG0001895	Breviolum314266	K15255
OG0000058	Breviolum235767	K04648
OG0002426	Breviolum49514	K03671
OG0000055	Breviolum43645	K22372
OG0005882	Breviolum180470	K05841
OG0003055	Breviolum95311	K01676
OG0002191	Breviolum62900	K12403
OG0006459	Breviolum304848	K03841
OG0006220	Breviolum179920	K19525
OG0004000	Breviolum266499	K02838
OG0000142	Breviolum51159	K15377
OG0005227	Breviolum49226	K05283
OG0000067	Breviolum21578	K01365
OG0002720	Breviolum70272	K23029
OG0000310	Breviolum394571	K02957
OG0004217	Breviolum69753	K02471
OG0005450	Breviolum70567	K01809
OG0001522	Breviolum347503	K03267
OG0000123	Breviolum48851	K04515
OG0006560	Breviolum277576	K03259
OG0001486	Breviolum207585	K04487
OG0003860	Breviolum89364	K10380
OG0004318	Breviolum390539	K09773
OG0005322	Breviolum206761	K03574
OG0001495	Breviolum349892	K08798
OG0002956	Breviolum95057	K09592
OG0000575	Breviolum88493	K02350
OG0000084	Breviolum275580	K03257
OG0006481	Breviolum18865	K15095
OG0002360	Breviolum74172	K04515
OG0001947	Breviolum196334	K13037
OG0001864	Breviolum79725	K03217
OG0001533	Breviolum82078	K13750
OG0000005	Breviolum166700	K17914
OG0002996	Breviolum266650	K22686
OG0000057	Breviolum74077	K04421
OG0001383	Breviolum50678	K13412
OG0004698	Breviolum68226	K01285
OG0002806	Breviolum71182	K11968
OG0002199	Breviolum58654	K18764
OG0001470	Breviolum75064	K16302
OG0000275	Breviolum411449	K04079
OG0002084	Breviolum27928	K01880
OG0002483	Breviolum75545	K16465
OG0006495	Breviolum384925	K24229
OG0002424	Breviolum174197	K12606
OG0006661	Breviolum75080	K01874
OG0001572	Breviolum63241	K11540
OG0004538	Breviolum94711	K01062
OG0000052	Breviolum345875	K04739
OG0006845	Breviolum175357	K24230
OG0000318	Breviolum364709	K17592
OG0000388	Breviolum387974	K07936
OG0000389	Breviolum46447	K10960
OG0007403	Breviolum2243	K02878
OG0007651	Breviolum397101	K10799
OG0004199	Breviolum85138	K17260
OG0000931	Breviolum90726	K03350
OG0000132	Breviolum32798	K01673
OG0000918	Breviolum317873	K02693
OG0002505	Breviolum388419	K02996
OG0001353	Breviolum8378	K08176
OG0000790	Breviolum186561	K01265
OG0000140	Breviolum51262	K12460
OG0005130	Breviolum390602	K00655
OG0000051	Breviolum9063	K03063
OG0005718	Breviolum69487	K17943
OG0000924	Breviolum275283	K06619
OG0007158	Breviolum407571	K08336
OG0000019	Breviolum96127	K14326
OG0000319	Breviolum385543	K09569
OG0000058	Breviolum49584	K04648
OG0002519	Breviolum389383	K24242
OG0001364	Breviolum5303	K00306
OG0000366	Breviolum36290	K01738
OG0001293	Breviolum26350	K15378
OG0000251	Breviolum26559	K02945
OG0007732	Breviolum79975	K16043
OG0007209	Breviolum62055	K19870
OG0002663	Breviolum47392	K02993
OG0001472	Breviolum6797	K14007
OG0004922	Breviolum394355	K12626
OG0006540	Breviolum88575	K14950
OG0000156	Breviolum168716	K10407
OG0000051	Breviolum402124	K13525
OG0007257	Breviolum246881	K09647
OG0001441	Breviolum388955	K02901
OG0007138	Breviolum74814	K15637
OG0006059	Breviolum307479	K07300
OG0001204	Breviolum43376	K02936
OG0004377	Breviolum32814	K05864
OG0003622	Breviolum267327	K02260
OG0003247	Breviolum7206	K20296
OG0000201	Breviolum229003	K04950
OG0002812	Breviolum275380	K24104
OG0002416	Breviolum57124	K25792
OG0001060	Breviolum55926	K07126
OG0002384	Breviolum33446	K05656
OG0001794	Breviolum34457	K04981
OG0002275	Breviolum166613	K04958
OG0000226	Breviolum348307	K01803
OG0005903	Breviolum390480	K14773
OG0005948	Breviolum347084	K19765
OG0000039	Breviolum304123	K02449
OG0004923	Breviolum308032	K12850
OG0004802	Breviolum363409	K10428
OG0005106	Breviolum63009	K23025
OG0006286	Breviolum31267	K19882
OG0006039	Breviolum225842	K03686
OG0003394	Breviolum60216	K14408
OG0001788	Breviolum69917	K07126
OG0005155	Breviolum26813	K19755
OG0004875	Breviolum351377	K00999
OG0007467	Breviolum35231	K02730
OG0001334	Breviolum53447	K03885
OG0006976	Breviolum392251	K10380
OG0002458	Breviolum266711	K09578
OG0000670	Breviolum40072	K05643
OG0004508	Breviolum314389	K04708
OG0000622	Breviolum3636	K10380
OG0002682	Breviolum7517	K00569
OG0002453	Breviolum39029	K07915
OG0004820	Breviolum305799	K00522
OG0002236	Breviolum385660	K01054
OG0001092	Breviolum91439	K20603
OG0000036	Breviolum303213	K04730
OG0003428	Breviolum236135	K12590
OG0002914	Breviolum225749	K14855
OG0005734	Breviolum35322	K08658
OG0006253	Breviolum31550	K00486
OG0005756	Breviolum95948	K00928
OG0000934	Breviolum344021	K08242
OG0002771	Breviolum22307	K00226
OG0001423	Breviolum325396	K02868
OG0001534	Breviolum89237	K00326
OG0006270	Breviolum306271	K03107
OG0000177	Breviolum74301	K10808
OG0006657	Breviolum86157	K06178
OG0005460	Breviolum218621	K09569
OG0003730	Breviolum40968	K09592
OG0006126	Breviolum58793	K14801
OG0004657	Breviolum88939	K08796
OG0002515	Breviolum57566	K02355
OG0000358	Breviolum23529	K10967
OG0005080	Breviolum185501	K10406
OG0001306	Breviolum27358	K21435
OG0000200	Breviolum81946	K15013
OG0006675	Breviolum309845	K10380
OG0004999	Breviolum95745	K21440
OG0005810	Breviolum265588	K05766
OG0002606	Breviolum384499	K15255
OG0001555	Breviolum242852	K10419
OG0007198	Breviolum59562	K01379
OG0000637	Breviolum284933	K07304
OG0006751	Breviolum267099	K00721
OG0002327	Breviolum390491	K08776
OG0007622	Breviolum232924	K13696
OG0006532	Breviolum69179	K14617
OG0004231	Breviolum228408	K21396
OG0000869	Breviolum272112	K06119
OG0000109	Breviolum390921	K09580
OG0000015	Breviolum62839	K12835
